instances,classes,test_distribution,retraining_time,adjustment_time,opt_time
1000,2,[0.09278221 0.90721779],0.01900029182434082,0.001999378204345703,0.02700209617614746
1000,2,[0.36993267 0.63006733],0.02499985694885254,0.0019996166229248047,0.030001163482666016
1000,2,[0.88027169 0.11972831],0.022300004959106445,0.0029997825622558594,0.026999711990356445
1000,2,[0.93102184 0.06897816],0.022003173828125,0.0019996166229248047,0.027510404586791992
1000,2,[0.03474377 0.96525623],0.018999576568603516,0.0019986629486083984,0.025511503219604492
1000,2,[0.51749681 0.48250319],0.023999452590942383,0.001999378204345703,0.03000473976135254
1000,2,[0.42487951 0.57512049],0.02200031280517578,0.001999378204345703,0.03000330924987793
1000,2,[0.39440899 0.60559101],0.023000001907348633,0.001999378204345703,0.029000282287597656
1000,2,[0.56785711 0.43214289],0.020022869110107422,0.001999378204345703,0.030008554458618164
1000,2,[0.26537839 0.73462161],0.019002914428710938,0.001999378204345703,0.11401891708374023
1000,2,[0.02648315 0.97351685],0.018000125885009766,0.0029990673065185547,0.0260012149810791
1000,2,[0.85949742 0.14050258],0.021000146865844727,0.0029985904693603516,0.02800273895263672
1000,2,[0.40644118 0.59355882],0.023125648498535156,0.0019991397857666016,0.029000282287597656
1000,2,[0.72548968 0.27451032],0.02005743980407715,0.002000093460083008,0.029999256134033203
1000,2,[0.82107468 0.17892532],0.022004365921020508,0.0019998550415039062,0.029510498046875
1000,2,[0.93258165 0.06741835],0.021999120712280273,0.002999544143676758,0.02750992774963379
1000,2,[0.69977439 0.30022561],0.020999908447265625,0.0029993057250976562,0.032024383544921875
1000,2,[0.75654632 0.24345368],0.02099895477294922,0.0029997825622558594,0.0280001163482666
1000,2,[0.49623895 0.50376105],0.026063203811645508,0.0019998550415039062,0.03000164031982422
1000,2,[0.4920528 0.5079472],0.02202892303466797,0.0019986629486083984,0.03001093864440918
1000,2,[0.94541391 0.05458609],0.020003318786621094,0.002999544143676758,0.027512550354003906
1000,2,[0.83178475 0.16821525],0.020998716354370117,0.0019996166229248047,0.029513835906982422
1000,2,[0.79663468 0.20336532],0.020999908447265625,0.0029993057250976562,0.028003931045532227
1000,2,[0.83035501 0.16964499],0.018999814987182617,0.0029985904693603516,0.02800130844116211
1000,3,[0.10426057 0.13415319 0.76158624],0.0985100269317627,0.003999233245849609,0.0313420295715332
1000,3,[0.30508049 0.6840259  0.01089361],0.09951066970825195,0.003998756408691406,0.0540006160736084
1000,3,[0.1507735  0.06364308 0.78558342],0.0995175838470459,0.004000186920166016,0.029536008834838867
1000,3,[0.38565513 0.38079844 0.23354643],0.0955350399017334,0.0040166378021240234,0.02299022674560547
1000,3,[0.1965362  0.32090524 0.48255856],0.09655070304870605,0.003998279571533203,0.02399158477783203
1000,3,[0.47017341 0.02689548 0.5029311 ],0.10077810287475586,0.003991127014160156,0.03692746162414551
1000,3,[0.37480705 0.08926966 0.5359233 ],0.09951972961425781,0.003506183624267578,0.03800392150878906
1000,3,[0.0901124  0.09005144 0.81983616],0.0985097885131836,0.003998279571533203,0.02900242805480957
1000,3,[0.20066118 0.08183168 0.71750713],0.09750771522521973,0.003998756408691406,0.023515939712524414
1000,3,[0.3616778  0.19181764 0.44650456],0.09555816650390625,0.0039997100830078125,0.028992414474487305
1000,3,[0.1622928  0.04557237 0.79213483],0.09462571144104004,0.0039920806884765625,0.02899932861328125
1000,3,[0.33868517 0.4301216  0.23119322],0.09811854362487793,0.003999233245849609,0.026005029678344727
1000,3,[0.59736095 0.20961662 0.19302243],0.09652495384216309,0.003998756408691406,0.027509689331054688
1000,3,[0.11816281 0.31778901 0.56404818],0.09850192070007324,0.003999471664428711,0.03500175476074219
1000,3,[0.12319655 0.52005365 0.3567498 ],0.09551048278808594,0.0039997100830078125,0.024992942810058594
1000,3,[0.65532222 0.11092081 0.23375696],0.09354281425476074,0.003999948501586914,0.028505325317382812
1000,3,[0.63998789 0.29487394 0.06513817],0.09502148628234863,0.004532575607299805,0.029990196228027344
1000,3,[0.02765813 0.9566989  0.01564297],0.09654760360717773,0.004000425338745117,0.04499101638793945
1000,3,[0.15377088 0.08483807 0.76139105],0.0975186824798584,0.003999471664428711,0.030526161193847656
1000,3,[0.34582156 0.29812269 0.35605574],0.0955495834350586,0.004000186920166016,0.022991180419921875
1000,3,[0.55575359 0.32471904 0.11952737],0.09554481506347656,0.004000186920166016,0.032991886138916016
1000,3,[0.60506377 0.2802497  0.11468652],0.09755778312683105,0.0039997100830078125,0.04951286315917969
1000,3,[0.19819524 0.37233393 0.42947083],0.09454131126403809,0.004000663757324219,0.023991823196411133
1000,3,[0.49520889 0.28709075 0.21770036],0.09654355049133301,0.004001617431640625,0.026989459991455078
1000,3,[0.15687407 0.64492917 0.19819676],0.09651875495910645,0.003998756408691406,0.0255124568939209
1000,3,[0.24359626 0.64261268 0.11379106],0.091949462890625,0.00453495979309082,0.024991512298583984
1000,3,[0.21692222 0.22543706 0.55764072],0.09654808044433594,0.0039997100830078125,0.02399158477783203
1000,3,[0.38686807 0.30409824 0.30903369],0.09455156326293945,0.0039997100830078125,0.02299189567565918
1000,3,[0.33524455 0.01478254 0.64997291],0.09454870223999023,0.003991842269897461,0.023013591766357422
1000,3,[0.25024083 0.02005552 0.72970365],0.09652185440063477,0.0030014514923095703,0.03151988983154297
1000,3,[0.39194788 0.03450389 0.57354823],0.09852743148803711,0.003999233245849609,0.024991989135742188
1000,3,[0.5636751  0.41037368 0.02595122],0.09355020523071289,0.0039997100830078125,0.03599405288696289
1000,3,[0.39000486 0.43021391 0.17978122],0.09253740310668945,0.004000186920166016,0.04753518104553223
1000,3,[0.28102893 0.11213535 0.60683572],0.0965428352355957,0.0049991607666015625,0.03200888633728027
1000,3,[0.33635097 0.50144647 0.16220257],0.09553647041320801,0.003998756408691406,0.026089906692504883
1000,3,[0.11506078 0.02962035 0.85531887],0.09445500373840332,0.004000186920166016,0.02852630615234375
1000,3,[0.21989568 0.31477065 0.46533368],0.09655022621154785,0.003989219665527344,0.02500176429748535
1000,3,[0.03265716 0.62294444 0.34439839],0.09554934501647949,0.0039942264556884766,0.024999380111694336
1000,3,[0.63006733 0.27715047 0.09278221],0.09554052352905273,0.00400090217590332,0.05060601234436035
1000,3,[0.06897816 0.05075015 0.88027169],0.09951448440551758,0.0039958953857421875,0.02599358558654785
1000,3,[0.48250319 0.48275304 0.03474377],0.09450864791870117,0.003998756408691406,0.027001380920410156
1000,3,[0.57512049 0.03047052 0.39440899],0.0965423583984375,0.004000425338745117,0.03151535987854004
1000,3,[0.43214289 0.30247872 0.26537839],0.09656023979187012,0.0039997100830078125,0.023992538452148438
1000,3,[0.14050258 0.83301427 0.02648315],0.09555768966674805,0.003000974655151367,0.027990102767944336
1000,3,[0.27451032 0.31904851 0.40644118],0.09859752655029297,0.00299835205078125,0.025005817413330078
1000,3,[0.06741835 0.11150697 0.82107468],0.09751677513122559,0.0029969215393066406,0.029506683349609375
1000,3,[0.24345368 0.05677193 0.69977439],0.09554314613342285,0.003997802734375,0.02300119400024414
1000,3,[0.50376105 0.00418615 0.4920528 ],0.10053396224975586,0.0039975643157958984,0.032006263732910156
1000,3,[0.05458609 0.11362916 0.83178475],0.09950518608093262,0.004002809524536133,0.025000810623168945
1000,3,[0.16964499 0.03372033 0.79663468],0.09753847122192383,0.004000186920166016,0.02399158477783203
1000,4,[0.10426057 0.13415319 0.06666673 0.69491951],0.10251045227050781,0.005998373031616211,0.037695884704589844
1000,4,[0.1507735  0.06364308 0.7746898  0.01089361],0.10350179672241211,0.00599980354309082,0.030998706817626953
1000,4,[0.1965362  0.18911893 0.38079844 0.23354643],0.10550904273986816,0.005998849868774414,0.03320503234863281
1000,4,[0.47017341 0.02689548 0.02037255 0.48255856],0.10250282287597656,0.006078958511352539,0.03392171859741211
1000,4,[0.18016384 0.1946432  0.08926966 0.5359233 ],0.1075129508972168,0.004997730255126953,0.05250978469848633
1000,4,[0.0901124  0.11054878 0.08183168 0.71750713],0.10654687881469727,0.006000041961669922,0.035498619079589844
1000,4,[0.1622928  0.19938499 0.19181764 0.44650456],0.10355401039123535,0.005003213882446289,0.03398895263671875
1000,4,[0.20786517 0.13082    0.4301216  0.23119322],0.10054445266723633,0.006010293960571289,0.02999567985534668
1000,4,[0.11816281 0.47919815 0.20961662 0.19302243],0.10254406929016113,0.0060002803802490234,0.028990983963012695
1000,4,[0.12319655 0.31275527 0.20729839 0.3567498 ],0.10453438758850098,0.004999637603759766,0.028994083404541016
1000,4,[0.65532222 0.11092081 0.1686188  0.06513817],0.10354232788085938,0.0055081844329833984,0.04300117492675781
1000,4,[0.02765813 0.61232976 0.34436914 0.01564297],0.10154461860656738,0.004999637603759766,0.05155444145202637
1000,4,[0.15377088 0.08483807 0.10721261 0.65417844],0.10354995727539062,0.005999565124511719,0.04400038719177246
1000,4,[0.55575359 0.08819067 0.23652837 0.11952737],0.11772656440734863,0.0065190792083740234,0.05400848388671875
1000,4,[0.19819524 0.40686853 0.2802497  0.11468652],0.1125187873840332,0.005015134811401367,0.03150224685668945
1000,4,[0.49520889 0.07532028 0.21177046 0.21770036],0.10854029655456543,0.005999565124511719,0.04299736022949219
1000,4,[0.15687407 0.08672219 0.55820698 0.19819676],0.13370108604431152,0.006009578704833984,0.05261635780334473
1000,4,[0.21692222 0.22543706 0.44384967 0.11379106],0.10654711723327637,0.0060083866119384766,0.036992788314819336
1000,4,[0.35002709 0.03684098 0.30409824 0.30903369],0.1075429916381836,0.007000923156738281,0.04169774055480957
1000,4,[0.25024083 0.02005552 0.06494819 0.66475545],0.10752606391906738,0.007009029388427734,0.04751157760620117
1000,4,[0.39194788 0.03450389 0.547597   0.02595122],0.10955309867858887,0.004992246627807617,0.05259847640991211
1000,4,[0.39000486 0.17367024 0.25654368 0.17978122],0.10554313659667969,0.005999565124511719,0.040999650955200195
1000,4,[0.28102893 0.11213535 0.44463315 0.16220257],0.10554194450378418,0.006100177764892578,0.029530763626098633
1000,4,[0.11506078 0.02962035 0.19166984 0.66364903],0.10257816314697266,0.00599360466003418,0.04599285125732422
1000,4,[0.21989568 0.31477065 0.12093528 0.34439839],0.10269451141357422,0.004998922348022461,0.04450845718383789
1000,4,[0.03265716 0.59741016 0.27715047 0.09278221],0.11261320114135742,0.006000518798828125,0.04770350456237793
1000,4,[0.06897816 0.05075015 0.84552792 0.03474377],0.10851550102233887,0.00500798225402832,0.03299307823181152
1000,4,[0.48250319 0.09261731 0.03047052 0.39440899],0.11471915245056152,0.0076143741607666016,0.0350034236907959
1000,4,[0.43214289 0.30247872 0.23889524 0.02648315],0.11551809310913086,0.005998373031616211,0.04763960838317871
1000,4,[0.14050258 0.13400773 0.31904851 0.40644118],0.11018133163452148,0.005997180938720703,0.028996706008911133
1000,4,[0.06741835 0.11150697 0.12130029 0.69977439],0.11154699325561523,0.005998373031616211,0.03101205825805664
1000,4,[0.24345368 0.26030737 0.00418615 0.4920528 ],0.10651111602783203,0.006001472473144531,0.03651118278503418
1000,4,[0.05458609 0.11362916 0.03515007 0.79663468],0.10751128196716309,0.005999565124511719,0.029999971389770508
1000,4,[0.16964499 0.08992402 0.28172769 0.45870331],0.10354089736938477,0.007004976272583008,0.029531002044677734
1000,4,[0.07725868 0.02165174 0.73362929 0.16746029],0.10924053192138672,0.006999492645263672,0.029993057250976562
1000,4,[0.11887349 0.07769872 0.29051201 0.51291578],0.10454988479614258,0.00599217414855957,0.029551982879638672
1000,4,[0.19970107 0.01456162 0.36905944 0.41667787],0.10650300979614258,0.006000041961669922,0.029999256134033203
1000,4,[0.70020225 0.05157028 0.02878708 0.21944039],0.09943413734436035,0.0060007572174072266,0.08552026748657227
1000,4,[0.00129859 0.20706996 0.55576713 0.23586432],0.24809551239013672,0.013015270233154297,0.05653119087219238
1000,4,[0.07395671 0.55066628 0.17162398 0.20375303],0.266115665435791,0.013531208038330078,0.05999898910522461
1000,4,[0.22098738 0.25305969 0.18382251 0.34213042],0.2686927318572998,0.013535737991333008,0.06299114227294922
1000,4,[0.14118216 0.35535569 0.32049275 0.18296939],0.25208330154418945,0.013539314270019531,0.0540010929107666
1000,4,[0.28464419 0.01758469 0.62057543 0.07719569],0.2480783462524414,0.013015985488891602,0.08005666732788086
1000,4,[0.2463244  0.68702525 0.0092204  0.05742995],0.24710488319396973,0.014532327651977539,0.06000804901123047
1000,4,[0.14690656 0.20239328 0.5336155  0.11708466],0.2530982494354248,0.014014720916748047,0.05753016471862793
1000,4,[0.05360882 0.24430214 0.29477858 0.40731047],0.2531473636627197,0.014000177383422852,0.05854201316833496
1000,4,[0.22310399 0.24892196 0.52382309 0.00415096],0.25606703758239746,0.013999700546264648,0.15908360481262207
1000,4,[0.29716373 0.36225225 0.0436705  0.29691353],0.2501065731048584,0.013999700546264648,0.05154275894165039
1000,4,[4.82138024e-01 2.50286936e-01 1.60623128e-04 2.67414417e-01],0.2502613067626953,0.014000892639160156,0.06154775619506836
1000,4,[0.31471849 0.06659281 0.32266583 0.29602286],0.2662081718444824,0.014007091522216797,0.07451367378234863
1000,5,[0.10426057 0.13415319 0.06666673 0.6840259  0.01089361],0.49609827995300293,0.020012855529785156,0.07151389122009277
1000,5,[0.1507735  0.06364308 0.17123855 0.38079844 0.23354643],0.5231564044952393,0.020002126693725586,0.0685417652130127
1000,5,[0.1965362  0.27363721 0.02689548 0.02037255 0.48255856],0.5227165222167969,0.019993066787719727,0.07520556449890137
1000,5,[0.0901124  0.09005144 0.1946432  0.08926966 0.5359233 ],0.5155856609344482,0.020534038543701172,0.13654756546020508
1000,5,[0.20066118 0.08183168 0.07918493 0.19181764 0.44650456],0.506725549697876,0.02101922035217285,0.07139277458190918
1000,5,[0.1622928  0.04557237 0.13082    0.4301216  0.23119322],0.5066361427307129,0.020526409149169922,0.10754609107971191
1000,5,[0.11816281 0.31778901 0.16140914 0.20961662 0.19302243],0.5098302364349365,0.020999670028686523,0.06355571746826172
1000,5,[0.12319655 0.52005365 0.01207202 0.11092081 0.23375696],0.5177450180053711,0.02053666114807129,0.06800031661987305
1000,5,[0.02765813 0.61232976 0.29487394 0.0494952  0.01564297],0.5129201412200928,0.019997596740722656,0.1145482063293457
1000,5,[0.15377088 0.08483807 0.10721261 0.29812269 0.35605574],0.5237460136413574,0.020536422729492188,0.07300019264221191
1000,5,[0.55575359 0.04931018 0.27540886 0.00484085 0.11468652],0.513678789138794,0.0200045108795166,0.24681401252746582
1000,5,[0.19819524 0.29701365 0.07532028 0.21177046 0.21770036],0.502643346786499,0.021006345748901367,0.06551909446716309
1000,5,[0.15687407 0.08672219 0.55820698 0.08440571 0.11379106],0.504643440246582,0.02300095558166504,0.06853508949279785
1000,5,[0.21692222 0.16994585 0.05549121 0.24860703 0.30903369],0.5018391609191895,0.020994186401367188,0.06753754615783691
1000,5,[0.25024083 0.02005552 0.06494819 0.01478254 0.64997291],0.5053811073303223,0.021016836166381836,0.06653904914855957
1000,5,[0.39194788 0.03450389 0.13722332 0.41037368 0.02595122],0.5095322132110596,0.02000594139099121,0.08053898811340332
1000,5,[0.28102893 0.10897593 0.00315942 0.42705449 0.17978122],0.5164194107055664,0.02100086212158203,0.06752490997314453
1000,5,[0.11506078 0.02962035 0.19166984 0.50144647 0.16220257],0.5037765502929688,0.020000457763671875,0.06654715538024902
1000,5,[0.03265716 0.18723851 0.31477065 0.12093528 0.34439839],0.515751838684082,0.021014928817749023,0.06954002380371094
1000,5,[0.06897816 0.05075015 0.51033901 0.27715047 0.09278221],0.5086984634399414,0.02053236961364746,0.10155344009399414
1000,5,[0.48250319 0.09261731 0.03047052 0.35966522 0.03474377],0.5207374095916748,0.02100539207458496,0.08453941345214844
1000,5,[0.14050258 0.29164031 0.30247872 0.23889524 0.02648315],0.5247657299041748,0.021000146865844727,0.06762433052062988
1000,5,[0.06741835 0.11150697 0.095585   0.31904851 0.40644118],0.5107433795928955,0.020999670028686523,0.06653404235839844
1000,5,[0.24345368 0.05677193 0.20353544 0.00418615 0.4920528 ],0.5067317485809326,0.020006418228149414,0.07454872131347656
1000,5,[0.05458609 0.11362916 0.00142974 0.03372033 0.79663468],0.5167670249938965,0.02054119110107422,0.06812572479248047
1000,5,[0.07725868 0.02165174 0.16065859 0.28172769 0.45870331],0.5057430267333984,0.01999974250793457,0.062014102935791016
1000,5,[0.11887349 0.07769872 0.29051201 0.34545549 0.16746029],0.5147581100463867,0.020996809005737305,0.1045534610748291
1000,5,[0.19970107 0.01456162 0.36905944 0.19723748 0.21944039],0.4967458248138428,0.021015167236328125,0.0645298957824707
1000,5,[0.00129859 0.69890366 0.05157028 0.01236315 0.23586432],0.5007352828979492,0.019535303115844727,0.0950307846069336
1000,5,[0.07395671 0.13441185 0.41625443 0.17162398 0.20375303],0.5017683506011963,0.020994186401367188,0.0645444393157959
1000,5,[0.22098738 0.25305969 0.18382251 0.15916102 0.18296939],0.528740406036377,0.021001338958740234,0.06455230712890625
1000,5,[0.14118216 0.14346203 0.21189366 0.42626646 0.07719569],0.5037539005279541,0.02101898193359375,0.06352972984313965
1000,5,[0.2463244  0.05590449 0.63112076 0.0092204  0.05742995],0.507451057434082,0.020551681518554688,0.07199597358703613
1000,5,[0.14690656 0.1510044  0.05138888 0.5336155  0.11708466],0.5077416896820068,0.021000385284423828,0.10754680633544922
1000,5,[0.05360882 0.16949517 0.36958554 0.40315951 0.00415096],0.49904608726501465,0.020999431610107422,0.1690962314605713
1000,5,[0.29716373 0.17486222 0.18739003 0.0436705  0.29691353],0.5007121562957764,0.02101421356201172,0.07652950286865234
1000,5,"[3.81311306e-01 1.00826719e-01 2.50286936e-01 1.60623128e-04
 2.67414417e-01]",0.5072503089904785,0.020014524459838867,0.06200146675109863
1000,5,[0.1153103  0.1994082  0.38925864 0.09877264 0.19725023],0.4946565628051758,0.020016193389892578,0.07001519203186035
1000,5,[0.00290327 0.03592832 0.57153693 0.2390207  0.15061077],0.490570068359375,0.020998001098632812,0.07501006126403809
1000,5,[0.03465967 0.13263155 0.37648859 0.35786451 0.09835568],0.4989454746246338,0.02000117301940918,0.06501460075378418
1000,5,[0.05785455 0.23710604 0.28590404 0.40783615 0.01129923],0.5092599391937256,0.020992517471313477,0.06940102577209473
1000,5,[0.20761773 0.13216068 0.03700702 0.37801836 0.24519622],0.502633810043335,0.02100062370300293,0.0635535717010498
1000,5,[0.05067638 0.12742003 0.03252018 0.49454017 0.29484323],0.5342106819152832,0.02155137062072754,0.11055159568786621
1000,5,[0.04466871 0.13384212 0.18144826 0.43530493 0.20473598],0.4967470169067383,0.019999265670776367,0.12452435493469238
1000,5,[0.54885034 0.15612148 0.16796227 0.05611653 0.07094938],0.5057165622711182,0.019998788833618164,0.09055113792419434
1000,5,[0.0741215  0.22860684 0.28140965 0.34760832 0.0682537 ],0.49670958518981934,0.02200603485107422,0.0655515193939209
1000,5,[0.09699227 0.38958519 0.21676829 0.2101168  0.08653745],0.49772071838378906,0.021000146865844727,0.08554387092590332
1000,5,[0.28025795 0.28527997 0.09715305 0.00134252 0.33596651],0.50870680809021,0.02202129364013672,0.06653523445129395
1000,5,[0.00558523 0.04525303 0.28224377 0.60583333 0.06108464],0.4940009117126465,0.020014047622680664,0.10806727409362793
1000,5,[0.04672736 0.04416695 0.69156498 0.14866489 0.06887581],0.504737377166748,0.01999950408935547,0.06353402137756348
1000,6,[0.10426057 0.04651293 0.08764026 0.06666673 0.6840259  0.01089361],0.5137364864349365,0.027014970779418945,0.17807793617248535
1000,6,[0.1965362  0.01788038 0.17123855 0.13178631 0.24901213 0.23354643],0.5142569541931152,0.02799844741821289,0.09154272079467773
1000,6,[0.18016384 0.1946432  0.08926966 0.00609671 0.02689548 0.5029311 ],0.510265588760376,0.027014493942260742,0.15508341789245605
1000,6,[0.0901124  0.11054878 0.08183168 0.07918493 0.19181764 0.44650456],0.5227439403533936,0.026526212692260742,0.1960923671722412
1000,6,[0.1622928  0.04557237 0.13082    0.25867578 0.17144582 0.23119322],0.5127270221710205,0.026999711990356445,0.08455038070678711
1000,6,[0.11816281 0.00503374 0.31275527 0.20729839 0.16372737 0.19302243],0.5147509574890137,0.027527809143066406,0.07601475715637207
1000,6,[0.63998789 0.01533433 0.11092081 0.1686188  0.0494952  0.01564297],0.5149252414703369,0.026999950408935547,0.08354711532592773
1000,6,[0.02765813 0.12611275 0.08483807 0.10721261 0.29812269 0.35605574],0.509728193283081,0.029551982879638672,0.18755602836608887
1000,6,[0.19819524 0.35755835 0.04931018 0.27540886 0.00484085 0.11468652],0.5167386531829834,0.027999401092529297,0.24363112449645996
1000,6,[0.15687407 0.33833482 0.07532028 0.21177046 0.0195036  0.19819676],0.5197324752807617,0.02700042724609375,0.22884774208068848
1000,6,[0.21692222 0.02667404 0.19876302 0.24860703 0.19524263 0.11379106],0.5094888210296631,0.026999950408935547,0.10053777694702148
1000,6,[0.25024083 0.02005552 0.06494819 0.01478254 0.03684098 0.61313193],0.5244109630584717,0.02700042724609375,0.07942008972167969
1000,6,[0.39194788 0.03450389 0.13722332 0.25654368 0.15383    0.02595122],0.5181403160095215,0.02793097496032715,0.0795447826385498
1000,6,[0.28102893 0.05532203 0.05365389 0.00315942 0.44463315 0.16220257],0.5167794227600098,0.02653026580810547,0.07901644706726074
1000,6,[0.11506078 0.02962035 0.07521455 0.31477065 0.12093528 0.34439839],0.5177030563354492,0.029000043869018555,0.1835768222808838
1000,6,[0.03265716 0.036321   0.05075015 0.51033901 0.27715047 0.09278221],0.5057144165039062,0.02601003646850586,0.08554244041442871
1000,6,[0.43214289 0.05036029 0.09261731 0.03047052 0.35966522 0.03474377],0.5068113803863525,0.02700042724609375,0.07655167579650879
1000,6,[0.14050258 0.13400773 0.31904851 0.14106279 0.23889524 0.02648315],0.5177967548370361,0.0280001163482666,0.2041032314300537
1000,6,[0.06741835 0.11150697 0.06452836 0.05677193 0.20353544 0.49623895],0.5157325267791748,0.03600335121154785,0.10254788398742676
1000,6,[0.05458609 0.11362916 0.00142974 0.03372033 0.30458188 0.4920528 ],0.5293605327606201,0.028006315231323242,0.10955214500427246
1000,6,[0.07725868 0.02165174 0.16065859 0.28172769 0.29124301 0.16746029],0.5115396976470947,0.026549100875854492,0.12154293060302734
1000,6,[0.11887349 0.07769872 0.00312886 0.28738315 0.09623791 0.41667787],0.5172445774078369,0.02664470672607422,0.11354517936706543
1000,6,[0.00129859 0.2129641  0.48593956 0.05157028 0.02878708 0.21944039],0.5147395133972168,0.02799081802368164,0.10956454277038574
1000,6,[0.07395671 0.13441185 0.41625443 0.1395127  0.03211128 0.20375303],0.5146818161010742,0.0279998779296875,0.15007829666137695
1000,6,[0.22098738 0.25305969 0.02249079 0.16133173 0.15916102 0.18296939],0.5219748020172119,0.025998353958129883,0.23311400413513184
1000,6,[0.14118216 0.14346203 0.01758469 0.62057543 0.01054533 0.06665035],0.5027735233306885,0.026998519897460938,0.08458614349365234
1000,6,[0.14690656 0.09941784 0.10297544 0.5336155  0.05965471 0.05742995],0.5165798664093018,0.02600860595703125,0.07953667640686035
1000,6,[0.05360882 0.16949517 0.07480697 0.29477858 0.40315951 0.00415096],0.5048015117645264,0.02718043327331543,0.11282205581665039
1000,6,[0.29716373 0.17486222 0.18739003 0.0436705  0.02933849 0.26757504],0.5032761096954346,0.027008056640625,0.1677098274230957
1000,6,[0.31471849 0.06659281 0.10082672 0.22183911 0.02860845 0.26741442],0.5177421569824219,0.02653360366821289,0.08501458168029785
1000,6,[0.0388316  0.0764787  0.49505823 0.19238124 0.04663946 0.15061077],0.509699821472168,0.0279996395111084,0.17257237434387207
1000,6,[0.00290327 0.0317564  0.13263155 0.37648859 0.35786451 0.09835568],0.5147581100463867,0.02699136734008789,0.08353662490844727
1000,6,[0.05785455 0.23710604 0.04481782 0.24108622 0.40783615 0.01129923],0.5212626457214355,0.028999805450439453,0.0815436840057373
1000,6,[0.05067638 0.15694135 0.16916769 0.32837134 0.04964702 0.24519622],0.521735429763794,0.027013301849365234,0.08557724952697754
1000,6,"[4.46687133e-02 1.33427700e-01 4.14417113e-04 3.21057625e-02
 1.49342495e-01 6.40040913e-01]",0.5232813358306885,0.02799820899963379,0.07255125045776367
1000,6,[0.54885034 0.15612148 0.0902922  0.07767007 0.05611653 0.07094938],0.525707483291626,0.027034282684326172,0.09452366828918457
1000,6,[0.0741215  0.22860684 0.28140965 0.11920777 0.22840054 0.0682537 ],0.5149426460266113,0.026804208755493164,0.08754277229309082
1000,6,[0.09699227 0.38958519 0.07896046 0.09715305 0.25077158 0.08653745],0.5177278518676758,0.027542591094970703,0.1046149730682373
1000,6,[0.00558523 0.04525303 0.2294197  0.38377554 0.27488186 0.06108464],0.5207374095916748,0.0260012149810791,0.09558749198913574
1000,6,[0.04672736 0.04416695 0.24218771 0.44937728 0.14866489 0.06887581],0.5172526836395264,0.026022672653198242,0.0935208797454834
1000,6,[0.11028723 0.45270567 0.06300702 0.31615458 0.03975797 0.01808754],0.5137231349945068,0.04053139686584473,0.24210166931152344
1000,6,[0.07399817 0.22977819 0.29909642 0.12292894 0.12544984 0.14874844],0.5162532329559326,0.02599954605102539,0.08754253387451172
1000,6,[0.16744775 0.04500039 0.38945358 0.18356227 0.05704641 0.1574896 ],0.5147454738616943,0.027013778686523438,0.14207863807678223
1000,6,[0.35968803 0.27416633 0.05264278 0.01550897 0.02969126 0.26830263],0.5121192932128906,0.027518749237060547,0.11064386367797852
